time_s,server_time_s,GX,GY,GZ,AX,AY,AZ,phase,subject,box_size,sensor_hand,surface,one_handed_carry
3.403,3.465,113.16,-98.08,63.42,0.79,-0.44,0.54,Laufen,David,big,L,table,False
3.415,3.48,111.82,-99.79,63.54,0.78,-0.44,0.53,Laufen,David,big,L,table,False
3.427,3.491,109.37,-100.1,62.19,0.77,-0.41,0.47,Laufen,David,big,L,table,False
3.439,3.508,105.96,-97.35,60.85,0.77,-0.41,0.4,Laufen,David,big,L,table,False
3.451,3.516,106.38,-95.09,59.2,0.78,-0.4,0.39,Laufen,David,big,L,table,False
3.463,3.527,104.19,-93.32,58.41,0.8,-0.35,0.39,Laufen,David,big,L,table,False
3.475,3.548,103.09,-95.21,57.8,0.86,-0.36,0.4,Laufen,David,big,L,table,False
3.487,3.554,99.91,-95.89,57.62,0.91,-0.36,0.42,Laufen,David,big,L,table,False
3.499,3.56,96.62,-96.62,55.54,0.91,-0.39,0.44,Laufen,David,big,L,table,False
3.511,3.573,93.93,-94.42,53.89,0.92,-0.41,0.44,Laufen,David,big,L,table,False
3.523,3.587,94.54,-90.88,52.86,0.93,-0.42,0.46,Laufen,David,big,L,table,False
3.535,3.601,96.68,-83.8,52.25,0.92,-0.41,0.46,Laufen,David,big,L,table,False
3.547,3.613,96.86,-79.9,52.55,0.88,-0.38,0.48,Laufen,David,big,L,table,False
3.559,3.626,96.25,-76.35,51.94,0.83,-0.37,0.48,Laufen,David,big,L,table,False
3.571,3.636,97.23,-77.7,51.15,0.79,-0.36,0.46,Laufen,David,big,L,table,False
3.583,3.667,97.35,-78.61,49.07,0.81,-0.4,0.45,Laufen,David,big,L,table,False
3.595,3.667,99.55,-78.86,47.97,0.85,-0.39,0.44,Laufen,David,big,L,table,False
3.607,3.674,100.83,-76.42,47.73,0.89,-0.43,0.41,Laufen,David,big,L,table,False
3.619,3.683,103.52,-75.13,49.87,0.91,-0.46,0.4,Laufen,David,big,L,table,False
3.631,3.712,102.66,-73.85,52.31,0.99,-0.5,0.42,Laufen,David,big,L,table,False
3.643,3.712,104.49,-72.88,53.83,1.01,-0.5,0.43,Laufen,David,big,L,table,False
3.655,3.727,104.55,-70.07,55.79,1.01,-0.53,0.41,Laufen,David,big,L,table,False
3.667,3.736,102.66,-66.47,56.46,0.97,-0.48,0.4,Laufen,David,big,L,table,False
3.679,3.744,101.44,-66.22,58.41,0.88,-0.46,0.36,Laufen,David,big,L,table,False
3.691,3.755,99.24,-69.03,59.39,0.83,-0.45,0.32,Laufen,David,big,L,table,False
3.703,3.769,97.35,-73.18,59.69,0.82,-0.42,0.3,Laufen,David,big,L,table,False
3.715,3.784,94.79,-76.05,59.14,0.78,-0.41,0.29,Laufen,David,big,L,table,False
3.727,3.791,92.22,-78.86,59.2,0.76,-0.4,0.27,Laufen,David,big,L,table,False
3.739,3.806,91.25,-74.77,59.94,0.8,-0.42,0.23,Laufen,David,big,L,table,False
3.751,3.813,91.37,-68.85,59.02,0.79,-0.42,0.24,Laufen,David,big,L,table,False
3.763,3.844,92.04,-66.35,61.1,0.82,-0.41,0.26,Laufen,David,big,L,table,False
3.775,3.844,91.98,-66.65,61.58,0.84,-0.44,0.28,Laufen,David,big,L,table,False
3.787,3.85,92.41,-65.55,62.93,0.84,-0.46,0.32,Laufen,David,big,L,table,False
3.799,3.862,93.69,-66.35,64.82,0.88,-0.47,0.35,Laufen,David,big,L,table,False
3.811,3.875,94.67,-66.41,64.88,0.87,-0.46,0.34,Laufen,David,big,L,table,False
3.823,3.887,96.19,-68.91,66.83,0.87,-0.46,0.36,Laufen,David,big,L,table,False
3.835,3.899,97.05,-69.95,68.24,0.9,-0.48,0.36,Laufen,David,big,L,table,False
3.847,3.909,97.17,-70.74,69.46,0.89,-0.47,0.35,Laufen,David,big,L,table,False
3.859,3.925,97.35,-68.6,70.8,0.9,-0.47,0.36,Laufen,David,big,L,table,False
3.871,3.938,98.75,-67.93,71.66,0.89,-0.45,0.35,Laufen,David,big,L,table,False
3.883,3.947,99.73,-67.93,72.94,0.9,-0.45,0.38,Laufen,David,big,L,table,False
3.895,3.961,99.06,-66.96,73.67,0.87,-0.44,0.37,Laufen,David,big,L,table,False
3.907,3.969,97.53,-66.16,73.61,0.86,-0.42,0.36,Laufen,David,big,L,table,False
3.919,3.98,97.78,-66.83,72.69,0.88,-0.41,0.37,Laufen,David,big,L,table,False
3.931,5.161,97.84,-67.75,73.12,0.87,-0.39,0.38,Laufen,David,big,L,table,False
3.943,5.161,95.83,-67.63,72.39,0.9,-0.39,0.37,Laufen,David,big,L,table,False
3.955,5.161,95.76,-64.58,71.47,0.91,-0.36,0.36,Laufen,David,big,L,table,False
3.967,5.161,95.64,-62.68,72.14,0.89,-0.33,0.4,Laufen,David,big,L,table,False
3.979,5.161,93.87,-61.46,70.07,0.88,-0.32,0.41,Laufen,David,big,L,table,False
3.991,5.161,92.96,-60.0,68.18,0.88,-0.32,0.41,Laufen,David,big,L,table,False
4.003,5.161,90.15,-58.72,64.88,0.91,-0.32,0.41,Laufen,David,big,L,table,False
4.015,5.161,89.17,-57.92,63.05,0.9,-0.31,0.4,Laufen,David,big,L,table,False
4.027,5.161,87.28,-54.63,60.97,0.9,-0.3,0.4,Laufen,David,big,L,table,False
4.039,5.161,87.16,-53.83,59.75,0.92,-0.29,0.42,Laufen,David,big,L,table,False
4.051,5.161,86.06,-52.55,57.62,0.92,-0.31,0.44,Laufen,David,big,L,table,False
4.063,5.161,84.17,-54.57,57.19,0.94,-0.29,0.45,Laufen,David,big,L,table,False
4.075,5.161,81.91,-54.32,55.18,0.92,-0.3,0.45,Laufen,David,big,L,table,False
4.087,5.161,78.86,-52.0,54.26,0.93,-0.3,0.44,Laufen,David,big,L,table,False
4.099,5.161,77.09,-52.8,53.41,0.91,-0.31,0.44,Laufen,David,big,L,table,False
4.132,5.161,71.11,-50.17,51.15,0.88,-0.32,0.46,Laufen,David,big,L,table,False
4.144,5.161,71.78,-52.67,49.44,0.88,-0.3,0.49,Laufen,David,big,L,table,False
4.156,5.161,70.01,-52.37,47.06,0.87,-0.31,0.53,Laufen,David,big,L,table,False
4.168,5.161,69.89,-52.92,45.47,0.89,-0.3,0.56,Laufen,David,big,L,table,False
4.18,5.161,67.5,-53.53,44.01,0.92,-0.31,0.59,Laufen,David,big,L,table,False
4.192,5.161,67.81,-53.77,41.56,0.96,-0.34,0.62,Laufen,David,big,L,table,False
4.204,5.161,69.21,-52.12,39.98,1.02,-0.38,0.63,Laufen,David,big,L,table,False
4.216,5.161,68.85,-47.42,38.57,1.06,-0.43,0.67,Laufen,David,big,L,table,False
4.228,5.161,70.43,-48.22,36.99,1.1,-0.47,0.67,Laufen,David,big,L,table,False
4.24,5.161,70.56,-46.14,35.71,1.1,-0.5,0.65,Laufen,David,big,L,table,False
4.252,5.161,70.8,-41.08,33.14,1.07,-0.5,0.65,Laufen,David,big,L,table,False
4.264,5.161,70.01,-38.51,32.29,0.98,-0.49,0.63,Laufen,David,big,L,table,False
4.276,5.161,68.6,-36.56,29.54,0.9,-0.5,0.61,Laufen,David,big,L,table,False
4.288,5.161,65.19,-38.76,26.73,0.8,-0.48,0.6,Laufen,David,big,L,table,False
4.3,5.183,62.26,-45.29,22.58,0.69,-0.47,0.55,Laufen,David,big,L,table,False
4.312,5.183,56.82,-50.9,17.33,0.65,-0.51,0.54,Laufen,David,big,L,table,False
4.324,5.183,56.15,-50.96,10.62,0.59,-0.51,0.52,Laufen,David,big,L,table,False
4.336,5.183,54.2,-51.82,6.16,0.59,-0.52,0.52,Laufen,David,big,L,table,False
4.348,5.183,55.54,-51.27,1.22,0.6,-0.52,0.54,Laufen,David,big,L,table,False
4.36,5.183,57.31,-51.33,0.79,0.64,-0.54,0.54,Laufen,David,big,L,table,False
4.372,5.183,58.9,-46.75,1.59,0.68,-0.54,0.54,Laufen,David,big,L,table,False
4.384,5.184,61.95,-46.02,5.8,0.73,-0.53,0.56,Laufen,David,big,L,table,False
4.396,5.184,65.43,-46.57,9.52,0.7,-0.51,0.57,Laufen,David,big,L,table,False
4.408,5.184,67.69,-46.81,11.78,0.65,-0.46,0.57,Laufen,David,big,L,table,False
4.42,5.184,67.87,-46.02,12.63,0.63,-0.44,0.55,Laufen,David,big,L,table,False
4.432,5.184,69.34,-41.14,14.59,0.62,-0.38,0.52,Laufen,David,big,L,table,False
4.444,5.184,66.77,-39.55,17.27,0.58,-0.32,0.51,Laufen,David,big,L,table,False
4.456,5.184,63.78,-41.93,20.26,0.58,-0.29,0.48,Laufen,David,big,L,table,False
4.468,5.184,60.3,-44.68,20.45,0.6,-0.29,0.45,Laufen,David,big,L,table,False
4.48,5.184,57.56,-42.97,20.08,0.61,-0.27,0.46,Laufen,David,big,L,table,False
4.492,5.184,54.44,-42.85,19.53,0.65,-0.29,0.48,Laufen,David,big,L,table,False
4.504,5.184,51.57,-41.93,18.8,0.64,-0.27,0.49,Laufen,David,big,L,table,False
4.516,5.184,46.2,-41.81,17.58,0.63,-0.25,0.51,Laufen,David,big,L,table,False
4.528,5.184,42.72,-45.96,15.81,0.61,-0.24,0.52,Laufen,David,big,L,table,False
4.54,5.184,39.06,-49.56,14.1,0.64,-0.22,0.51,Laufen,David,big,L,table,False
4.552,5.184,33.39,-48.34,12.63,0.71,-0.21,0.51,Laufen,David,big,L,table,False
4.564,5.184,33.57,-48.46,13.12,0.72,-0.19,0.5,Laufen,David,big,L,table,False
4.576,5.184,32.35,-43.64,13.79,0.73,-0.21,0.56,Laufen,David,big,L,table,False
4.588,5.184,31.31,-41.63,13.31,0.71,-0.2,0.6,Laufen,David,big,L,table,False
4.6,5.184,30.46,-41.2,13.43,0.74,-0.19,0.65,Laufen,David,big,L,table,False
4.612,5.184,29.54,-43.7,12.08,0.7,-0.18,0.65,Laufen,David,big,L,table,False
4.624,5.184,27.34,-45.17,10.68,0.73,-0.16,0.65,Laufen,David,big,L,table,False
4.636,5.184,26.12,-40.28,8.54,0.76,-0.13,0.65,Laufen,David,big,L,table,False
5.12,5.205,-15.75,-5.07,-14.47,0.64,-0.35,0.45,Laufen,David,big,L,table,False
5.153,5.216,-12.15,-0.43,-11.66,0.64,-0.27,0.47,Laufen,David,big,L,table,False
5.165,5.234,-12.63,1.1,-11.29,0.64,-0.28,0.46,Laufen,David,big,L,table,False
5.177,5.241,-9.89,1.53,-10.44,0.64,-0.28,0.48,Laufen,David,big,L,table,False
5.189,5.251,-8.73,-0.24,-10.19,0.65,-0.25,0.49,Laufen,David,big,L,table,False
5.201,5.266,-7.57,0.24,-9.52,0.68,-0.25,0.51,Laufen,David,big,L,table,False
5.213,5.277,-6.16,-0.37,-9.09,0.69,-0.25,0.51,Laufen,David,big,L,table,False
5.225,5.291,-5.31,2.69,-8.73,0.74,-0.24,0.5,Laufen,David,big,L,table,False
5.237,5.299,-2.93,4.64,-9.7,0.75,-0.25,0.5,Laufen,David,big,L,table,False
5.249,5.313,-2.62,4.64,-9.28,0.74,-0.26,0.48,Laufen,David,big,L,table,False
5.261,5.323,-2.32,2.62,-10.01,0.73,-0.29,0.51,Laufen,David,big,L,table,False
5.273,5.351,-2.69,-2.32,-10.74,0.76,-0.28,0.49,Laufen,David,big,L,table,False
5.285,5.36,-2.69,-5.49,-12.94,0.79,-0.31,0.49,Laufen,David,big,L,table,False
5.298,5.776,-0.37,-3.05,-14.04,0.78,-0.31,0.48,Laufen,David,big,L,table,False
5.31,5.776,2.14,-0.79,-15.87,0.8,-0.32,0.49,Laufen,David,big,L,table,False
5.322,5.776,4.58,0.85,-14.22,0.77,-0.36,0.53,Laufen,David,big,L,table,False
5.334,5.776,6.9,-0.85,-14.4,0.81,-0.38,0.53,Laufen,David,big,L,table,False
5.346,5.776,6.77,-3.72,-15.5,0.78,-0.44,0.55,Laufen,David,big,L,table,False
5.358,5.776,9.89,-10.62,-13.98,0.75,-0.49,0.58,Laufen,David,big,L,table,False
5.37,5.776,14.83,-22.22,-11.96,0.7,-0.53,0.63,Laufen,David,big,L,table,False
5.382,5.776,15.93,-27.4,-8.06,0.84,-0.56,0.57,Laufen,David,big,L,table,False
5.394,5.776,17.52,-23.8,-3.78,0.81,-0.55,0.61,Laufen,David,big,L,table,False
5.406,5.776,22.09,-21.42,-0.12,0.81,-0.58,0.61,Laufen,David,big,L,table,False
5.418,5.777,25.88,-20.57,2.93,0.8,-0.58,0.64,Laufen,David,big,L,table,False
5.43,5.777,29.36,-22.22,7.08,0.83,-0.6,0.67,Laufen,David,big,L,table,False
5.442,5.777,33.08,-25.88,9.83,0.87,-0.6,0.68,Laufen,David,big,L,table,False
5.454,5.777,36.44,-26.61,13.31,0.92,-0.65,0.69,Laufen,David,big,L,table,False
5.466,5.777,40.47,-25.45,17.27,0.94,-0.72,0.74,Laufen,David,big,L,table,False
5.478,5.777,44.92,-28.26,18.98,0.92,-0.72,0.8,Laufen,David,big,L,table,False
5.49,5.777,46.26,-34.24,18.13,0.92,-0.71,0.83,Laufen,David,big,L,table,False
5.502,5.777,44.62,-40.65,14.83,0.87,-0.64,0.82,Laufen,David,big,L,table,False
5.514,5.777,42.24,-46.81,10.31,0.82,-0.55,0.78,Laufen,David,big,L,table,False
5.526,5.777,40.34,-49.62,4.82,0.76,-0.49,0.7,Laufen,David,big,L,table,False
5.538,5.777,38.94,-49.62,-2.08,0.74,-0.37,0.64,Laufen,David,big,L,table,False
5.55,5.777,33.75,-50.54,-8.06,0.72,-0.31,0.6,Laufen,David,big,L,table,False
5.562,5.777,28.87,-47.42,-10.74,0.7,-0.31,0.56,Laufen,David,big,L,table,False
5.574,5.777,26.73,-41.2,-13.24,0.72,-0.34,0.56,Laufen,David,big,L,table,False
5.586,5.777,28.26,-32.35,-14.77,0.77,-0.37,0.56,Laufen,David,big,L,table,False
5.598,5.777,31.19,-24.35,-13.06,0.79,-0.39,0.57,Laufen,David,big,L,table,False
5.61,5.777,33.87,-16.05,-10.62,0.73,-0.4,0.6,Laufen,David,big,L,table,False
5.622,5.777,35.4,-15.14,-9.09,0.67,-0.41,0.64,Laufen,David,big,L,table,False
5.634,5.878,36.5,-18.98,-6.71,0.64,-0.37,0.63,Laufen,David,big,L,table,False
5.646,5.878,34.97,-25.45,-6.59,0.64,-0.36,0.61,Laufen,David,big,L,table,False
5.658,5.878,34.24,-27.4,-4.7,0.62,-0.33,0.57,Laufen,David,big,L,table,False
5.67,5.878,33.51,-29.72,-2.93,0.6,-0.3,0.55,Laufen,David,big,L,table,False
5.682,5.878,32.23,-32.65,-1.53,0.6,-0.28,0.54,Laufen,David,big,L,table,False
5.694,5.878,30.94,-31.56,-1.53,0.61,-0.27,0.53,Laufen,David,big,L,table,False
5.706,5.878,27.28,-30.03,-1.59,0.6,-0.26,0.52,Laufen,David,big,L,table,False
5.718,5.878,26.18,-28.81,-1.53,0.6,-0.24,0.54,Laufen,David,big,L,table,False
5.73,5.878,24.05,-28.93,-2.08,0.59,-0.24,0.53,Laufen,David,big,L,table,False
5.742,5.878,20.32,-28.93,-3.54,0.58,-0.2,0.54,Laufen,David,big,L,table,False
5.754,5.878,18.43,-25.94,-3.17,0.6,-0.18,0.54,Laufen,David,big,L,table,False
5.766,5.878,17.64,-26.18,-2.2,0.62,-0.15,0.54,Laufen,David,big,L,table,False
5.778,5.878,13.37,-28.38,-0.49,0.64,-0.13,0.52,Laufen,David,big,L,table,False
5.79,5.878,10.5,-28.14,0.43,0.66,-0.12,0.52,Laufen,David,big,L,table,False
5.802,5.878,9.77,-26.31,1.22,0.69,-0.14,0.55,Laufen,David,big,L,table,False
5.814,5.886,8.91,-25.21,2.26,0.72,-0.13,0.59,Laufen,David,big,L,table,False
5.826,5.894,6.96,-27.71,3.97,0.75,-0.13,0.6,Laufen,David,big,L,table,False
5.838,5.903,4.46,-25.57,4.58,0.78,-0.12,0.58,Laufen,David,big,L,table,False
5.851,5.916,1.65,-23.56,4.46,0.79,-0.13,0.58,Laufen,David,big,L,table,False
5.863,5.925,1.46,-20.14,4.88,0.79,-0.13,0.61,Laufen,David,big,L,table,False
5.875,5.941,-0.06,-20.57,3.48,0.8,-0.13,0.63,Laufen,David,big,L,table,False
5.887,5.955,-2.32,-24.78,1.71,0.78,-0.12,0.65,Laufen,David,big,L,table,False
5.899,5.961,-6.59,-25.02,-1.16,0.8,-0.12,0.62,Laufen,David,big,L,table,False
5.911,5.979,-10.56,-22.89,-3.36,0.82,-0.1,0.61,Laufen,David,big,L,table,False
5.923,5.987,-12.15,-23.93,-6.35,0.83,-0.1,0.62,Laufen,David,big,L,table,False
5.935,6.01,-13.0,-23.07,-9.4,0.82,-0.12,0.64,Laufen,David,big,L,table,False
5.947,6.018,-15.87,-23.8,-11.35,0.83,-0.16,0.66,Laufen,David,big,L,table,False
5.959,6.024,-16.78,-24.17,-13.49,0.84,-0.21,0.66,Laufen,David,big,L,table,False
5.971,6.034,-16.05,-22.46,-14.77,0.9,-0.25,0.63,Laufen,David,big,L,table,False
5.983,6.058,-14.16,-17.76,-14.53,0.92,-0.28,0.64,Laufen,David,big,L,table,False
5.995,6.058,-11.66,-14.71,-13.61,0.93,-0.32,0.63,Laufen,David,big,L,table,False
6.007,6.069,-9.7,-14.28,-13.24,0.93,-0.37,0.65,Laufen,David,big,L,table,False
6.019,6.09,-8.12,-13.79,-13.61,0.98,-0.4,0.64,Laufen,David,big,L,table,False
6.031,6.098,-5.98,-9.64,-10.25,1.03,-0.46,0.63,Laufen,David,big,L,table,False
6.043,6.106,-2.81,-6.84,-6.77,1.05,-0.48,0.64,Laufen,David,big,L,table,False
6.055,6.119,-1.77,-5.25,-4.7,1.08,-0.51,0.67,Laufen,David,big,L,table,False
6.067,6.129,-3.85,-4.03,-3.85,1.04,-0.5,0.69,Laufen,David,big,L,table,False
6.079,6.142,-5.55,-5.07,-4.21,1.04,-0.5,0.71,Laufen,David,big,L,table,False
6.091,6.161,-9.22,-5.37,-6.29,0.99,-0.47,0.73,Laufen,David,big,L,table,False
6.103,6.167,-13.43,-8.06,-8.0,0.97,-0.44,0.75,Laufen,David,big,L,table,False
6.115,6.178,-20.75,-9.28,-10.56,0.97,-0.43,0.72,Laufen,David,big,L,table,False
6.127,6.195,-26.31,-10.68,-13.98,0.97,-0.46,0.68,Laufen,David,big,L,table,False
6.139,6.202,-29.3,-8.73,-16.72,0.97,-0.48,0.62,Laufen,David,big,L,table,False
6.151,6.212,-32.47,-3.05,-20.14,0.95,-0.51,0.58,Laufen,David,big,L,table,False
6.184,6.249,-31.01,13.31,-24.29,0.85,-0.51,0.54,Laufen,David,big,L,table,False
6.196,6.262,-30.21,15.26,-24.23,0.83,-0.52,0.55,Laufen,David,big,L,table,False
6.208,6.274,-29.54,11.96,-24.6,0.8,-0.53,0.56,Laufen,David,big,L,table,False
6.22,6.286,-28.56,9.22,-24.78,0.81,-0.53,0.53,Laufen,David,big,L,table,False
6.232,6.297,-26.92,9.7,-24.11,0.78,-0.52,0.5,Laufen,David,big,L,table,False
6.244,6.306,-23.01,11.66,-24.23,0.78,-0.52,0.48,Laufen,David,big,L,table,False
6.256,6.322,-21.12,13.61,-22.77,0.72,-0.51,0.46,Laufen,David,big,L,table,False
6.268,6.33,-17.09,12.51,-22.34,0.71,-0.51,0.44,Laufen,David,big,L,table,False
6.28,6.347,-16.11,11.78,-21.73,0.66,-0.46,0.43,Laufen,David,big,L,table,False
6.292,6.362,-14.28,9.34,-21.3,0.62,-0.44,0.4,Laufen,David,big,L,table,False
6.304,6.368,-12.82,8.91,-20.69,0.63,-0.41,0.38,Laufen,David,big,L,table,False
6.316,6.378,-9.89,8.24,-20.32,0.58,-0.4,0.39,Laufen,David,big,L,table,False
6.329,6.404,-8.67,5.0,-19.65,0.57,-0.4,0.39,Laufen,David,big,L,table,False
6.341,6.404,-6.96,1.95,-18.25,0.61,-0.39,0.37,Laufen,David,big,L,table,False
6.353,6.416,-4.21,4.88,-17.52,0.64,-0.39,0.35,Laufen,David,big,L,table,False
6.365,6.429,0.18,9.83,-14.53,0.67,-0.4,0.35,Laufen,David,big,L,table,False
6.377,6.439,3.48,14.28,-12.08,0.67,-0.4,0.36,Laufen,David,big,L,table,False
6.389,6.466,5.98,16.6,-8.79,0.67,-0.39,0.39,Laufen,David,big,L,table,False
6.401,6.472,8.0,17.82,-6.84,0.7,-0.38,0.41,Laufen,David,big,L,table,False
6.413,6.478,8.54,15.93,-4.94,0.67,-0.39,0.44,Laufen,David,big,L,table,False
6.425,6.491,7.69,6.71,-4.88,0.65,-0.37,0.48,Laufen,David,big,L,table,False
6.437,6.507,5.8,-1.83,-4.39,0.66,-0.37,0.49,Laufen,David,big,L,table,False
6.449,6.513,6.96,-8.42,-5.92,0.71,-0.38,0.46,Laufen,David,big,L,table,False
6.461,6.523,6.59,-8.67,-7.81,0.74,-0.35,0.49,Laufen,David,big,L,table,False
6.473,6.536,8.42,-8.73,-9.58,0.78,-0.34,0.52,Laufen,David,big,L,table,False
6.486,6.548,10.13,-9.28,-10.13,0.81,-0.33,0.52,Laufen,David,big,L,table,False
6.498,6.569,9.77,-8.36,-11.9,0.79,-0.33,0.57,Laufen,David,big,L,table,False
6.51,6.578,10.74,-12.63,-13.92,0.8,-0.33,0.57,Laufen,David,big,L,table,False
6.522,6.589,13.18,-17.15,-15.2,0.82,-0.35,0.56,Laufen,David,big,L,table,False
6.535,6.605,15.81,-17.58,-15.56,0.85,-0.37,0.58,Laufen,David,big,L,table,False
6.547,6.612,21.06,-14.83,-14.1,0.88,-0.4,0.57,Laufen,David,big,L,table,False
6.559,6.621,26.37,-9.16,-11.72,0.88,-0.4,0.59,Laufen,David,big,L,table,False
6.571,6.635,31.86,-4.46,-8.0,0.86,-0.39,0.63,Laufen,David,big,L,table,False
6.583,6.645,35.28,-2.75,-4.76,0.85,-0.39,0.65,Laufen,David,big,L,table,False
6.595,6.659,37.35,-0.18,-2.69,0.81,-0.38,0.67,Laufen,David,big,L,table,False
6.608,6.678,39.49,-3.42,-2.5,0.76,-0.37,0.69,Laufen,David,big,L,table,False
6.62,6.684,40.1,-7.75,-3.6,0.77,-0.39,0.7,Laufen,David,big,L,table,False
6.632,6.697,41.26,-11.23,-4.52,0.77,-0.37,0.73,Laufen,David,big,L,table,False
6.644,6.713,43.27,-15.44,-4.58,0.84,-0.35,0.78,Laufen,David,big,L,table,False
6.656,6.722,45.29,-17.09,-6.1,0.97,-0.4,0.77,Laufen,David,big,L,table,False
6.668,6.73,46.33,-12.27,-4.46,1.02,-0.44,0.79,Laufen,David,big,L,table,False
6.68,6.744,48.4,-15.99,-2.08,1.13,-0.46,0.8,Laufen,David,big,L,table,False
6.692,6.754,47.24,-16.3,1.59,1.15,-0.5,0.76,Laufen,David,big,L,table,False
6.704,6.778,43.27,-10.8,3.66,1.14,-0.48,0.73,Laufen,David,big,L,table,False
6.716,6.786,41.32,-5.49,5.74,1.0,-0.44,0.69,Laufen,David,big,L,table,False
6.728,6.798,38.15,-4.46,3.42,0.84,-0.37,0.66,Laufen,David,big,L,table,False
6.74,6.807,30.46,-9.09,-1.22,0.62,-0.26,0.58,Laufen,David,big,L,table,False
6.752,6.814,22.64,-16.78,-7.39,0.52,-0.15,0.49,Laufen,David,big,L,table,False
6.764,6.842,11.96,-21.06,-14.16,0.5,-0.12,0.45,Laufen,David,big,L,table,False
6.776,6.848,1.83,-26.12,-19.71,0.5,-0.15,0.43,Laufen,David,big,L,table,False
6.788,6.856,-6.29,-27.4,-25.09,0.57,-0.26,0.45,Laufen,David,big,L,table,False
6.8,6.865,-7.32,-28.81,-28.38,0.64,-0.32,0.46,Laufen,David,big,L,table,False
6.813,6.877,-4.64,-29.17,-30.4,0.75,-0.33,0.52,Laufen,David,big,L,table,False
6.825,6.887,-1.77,-19.78,-28.81,0.81,-0.34,0.54,Laufen,David,big,L,table,False
6.837,6.905,-1.16,-14.95,-24.48,0.85,-0.33,0.53,Laufen,David,big,L,table,False
6.849,6.911,-0.49,-12.33,-18.37,0.82,-0.33,0.54,Laufen,David,big,L,table,False
6.861,6.927,-1.22,-10.56,-16.3,0.79,-0.29,0.53,Laufen,David,big,L,table,False
6.873,6.935,-0.73,-15.32,-14.77,0.74,-0.25,0.51,Laufen,David,big,L,table,False
6.885,6.948,-1.89,-18.49,-12.7,0.71,-0.2,0.48,Laufen,David,big,L,table,False
6.897,6.959,-4.03,-17.09,-14.71,0.71,-0.2,0.47,Laufen,David,big,L,table,False
6.909,6.977,-6.41,-18.92,-15.08,0.71,-0.16,0.49,Laufen,David,big,L,table,False
6.921,6.983,-8.24,-19.1,-16.54,0.74,-0.12,0.49,Laufen,David,big,L,table,False
6.934,7.003,-13.37,-18.74,-19.59,0.71,-0.09,0.53,Laufen,David,big,L,table,False
6.946,7.012,-18.37,-22.64,-19.96,0.71,-0.1,0.55,Laufen,David,big,L,table,False
6.958,7.041,-23.8,-24.78,-21.18,0.74,-0.11,0.55,Laufen,David,big,L,table,False
6.97,7.047,-27.95,-22.58,-22.03,0.8,-0.09,0.55,Laufen,David,big,L,table,False
6.982,7.047,-32.96,-16.91,-22.09,0.82,-0.1,0.53,Laufen,David,big,L,table,False
6.994,7.057,-35.77,-13.43,-22.22,0.84,-0.11,0.54,Laufen,David,big,L,table,False
7.006,7.079,-37.41,-9.58,-22.52,0.82,-0.11,0.6,Laufen,David,big,L,table,False
7.018,7.085,-41.81,-11.41,-23.56,0.82,-0.1,0.61,Laufen,David,big,L,table,False
7.03,7.092,-47.06,-14.77,-24.54,0.81,-0.12,0.61,Laufen,David,big,L,table,False
7.042,7.127,-51.33,-13.12,-27.16,0.82,-0.12,0.55,Laufen,David,big,L,table,False
7.054,7.127,-52.61,-10.56,-29.79,0.84,-0.11,0.52,Laufen,David,big,L,table,False
7.066,7.139,-55.3,-4.7,-32.47,0.86,-0.12,0.5,Laufen,David,big,L,table,False
7.078,7.145,-58.35,1.22,-36.13,0.85,-0.12,0.53,Laufen,David,big,L,table,False
7.09,7.152,-59.69,2.56,-39.98,0.87,-0.12,0.56,Laufen,David,big,L,table,False
7.102,7.166,-64.09,2.5,-44.92,0.85,-0.11,0.53,Laufen,David,big,L,table,False
7.114,7.181,-68.05,0.31,-48.77,0.85,-0.11,0.54,Laufen,David,big,L,table,False
7.126,7.194,-70.98,0.12,-53.59,0.87,-0.11,0.49,Laufen,David,big,L,table,False
7.138,7.203,-73.06,0.37,-57.01,0.93,-0.15,0.51,Laufen,David,big,L,table,False
7.15,7.22,-73.73,4.27,-58.41,0.99,-0.16,0.49,Laufen,David,big,L,table,False
7.162,7.242,-74.4,12.08,-61.46,1.03,-0.17,0.48,Laufen,David,big,L,table,False
7.174,7.256,-75.01,19.59,-62.68,1.02,-0.2,0.5,Laufen,David,big,L,table,False
7.207,7.283,-67.69,27.34,-62.87,0.94,-0.29,0.54,Laufen,David,big,L,table,False
7.219,7.292,-64.88,29.85,-63.23,0.94,-0.32,0.56,Laufen,David,big,L,table,False
7.231,7.298,-62.93,26.61,-63.72,0.91,-0.31,0.63,Laufen,David,big,L,table,False
7.243,7.326,-70.43,17.88,-64.82,0.95,-0.35,0.62,Laufen,David,big,L,table,False
7.255,7.337,-78.19,6.84,-67.5,1.04,-0.4,0.48,Laufen,David,big,L,table,False
7.267,7.337,-85.27,1.77,-66.59,1.11,-0.44,0.43,Laufen,David,big,L,table,False
7.279,7.348,-90.09,7.93,-66.1,1.19,-0.52,0.41,Laufen,David,big,L,table,False
7.291,7.359,-88.44,20.81,-65.0,1.18,-0.5,0.45,Laufen,David,big,L,table,False
7.303,7.37,-86.85,32.41,-64.58,1.12,-0.54,0.52,Laufen,David,big,L,table,False
7.315,7.389,-88.87,40.41,-61.34,1.04,-0.57,0.58,Laufen,David,big,L,table,False
